"year" "statefip" "pop_nedus_stem_grad" "emp_nedus_stem_grad" "pop_nedus_stem_coll" "emp_nedus_stem_coll" "pop_edus_stem_grad" "emp_edus_stem_grad" "pop_edus_stem_coll" "emp_edus_stem_coll" "pop_nedus_grad" "pop_edus_grad" "pop_nedus_coll" "pop_edus_coll" "emp_nedus_grad" "emp_edus_grad" "emp_nedus_coll" "emp_edus_coll" "emp_native_coll" "emp_native_grad" "emp_immig_coll" "emp_immig_grad" "emp_total_coll" "emp_total_grad" "emp_native" "emp_immig" "emp_total" "pop_native_coll" "pop_native_grad" "pop_immig_coll" "pop_immig_grad" "pop_native" "pop_immig" "pop_total"
2009 13 8901.31563333333 8006.32376666667 11168.4291666667 10273.4373 6372.476 6372.476 8818.55263333333 8818.55263333333 50375.4114 39875.8705333333 132502.823933333 99054.7363333333 39690.0003 28959.3199666667 89728.2636 66146.2323 1122369.3446 395523.114133333 155874.4959 68649.3202666667 1278243.8405 464172.4344 3301039.12293333 460653.9555 3761693.07843333 1584294.81016667 533164.477166667 231557.560266667 90251.2819333333 5628227.82593333 786914.186833333 6415142.01276667
2010 13 9855.05103333333 9855.05103333333 12079.7142333333 11107.1107666667 4602.16393333333 4602.16393333333 5733.84036666667 5733.84036666667 47845.1744666667 31943.7441666667 137562.970233333 85741.3595333333 28221.6225333333 22051.3903333333 76053.4087666667 52178.4942666667 1165457.2381 406748.6975 128231.903033333 50273.0128666667 1293689.14113333 457021.710366666 3269032.62936666 447496.784966667 3716529.41433333 1577849.09226667 532898.229666666 223304.329766667 79788.9186333333 5673160.94916666 781828.3312 6454989.28036666
2000 15 998.0693 998.0693 998.0693 998.0693 1299.69333333333 1299.69333333333 1299.69333333333 1299.69333333333 2632.93403333333 4005.993 23458.7407333333 12113.2131 1571.87003333333 3370.6156 16631.0166 8071.42233333333 108816.224566667 30395.6760333333 24702.4389333333 4942.48563333333 133518.6635 35338.1616666667 384313.326133333 102493.710333333 486807.036466667 142896.215566667 39244.5602666667 35571.9538333333 6638.92703333333 588586.949466667 149955.004033333 738541.9535
2001 15 337.361733333333 337.361733333333 1522.52693333333 1522.52693333333 402.097133333333 147.0245 739.0282 483.955566666667 3023.49416666667 4470.1118 23792.8252 15729.3545 2114.51566666667 2256.8401 14669.6114 10181.1133666667 110896.405733333 26913.4298333333 24850.7247666667 4371.35576666667 135747.1305 31284.7856 399969.9435 99877.3317 499847.2752 149222.2113 39344.828 39522.1797 7493.60596666667 594881.1105 158609.561966667 753490.672466666
2002 15 156.338866666667 156.338866666667 576.030366666667 576.030366666667 495.330466666667 221.1053 920.148033333333 454.1875 2879.1704 5521.49573333333 28234.884 15247.9665333333 2211.67676666667 3824.9589 17849.3587333333 10329.454 116564.838133333 32202.1916666667 28178.8127333333 6036.63566666667 144743.650866667 38238.8273333333 384543.6215 92364.6277333333 476908.249233333 153558.7287 45529.6099666667 43482.8505333333 8400.66613333333 598867.229666667 146143.3775 745010.607166667
2003 15 408.8447 212.415466666667 1035.0861 585.238533333333 214.118766666667 214.118766666667 404.060233333333 404.060233333333 4121.20126666667 3793.44163333333 27024.7851333333 14432.4700333333 2665.24963333333 2512.48656666667 17064.7061333333 10761.1243666667 117793.0823 36114.6455333334 27825.8305 5177.7362 145618.9128 41292.3817333333 392194.263433334 98110.9434333333 490305.206866667 153196.264566667 47816.9864333334 41457.2551666667 7914.6429 597780.5829 152119.9466 749900.5295
2004 15 731.295466666667 731.295466666667 1276.22736666667 1276.22736666667 744.801033333333 744.801033333333 1034.8796 744.801033333333 3764.05736666667 3069.6615 24776.2314333333 12825.2349666667 3027.03926666667 2078.1842 16103.8530666667 8988.45163333333 122963.204133333 36219.4172333333 25092.3047 5105.22346666667 148055.508833333 41324.6407 411795.875133333 106184.848 517980.723133333 164781.819333333 51489.4267333333 37601.4664 6833.71886666667 616643.305066666 164200.458966667 780843.764033333
2005 15 392.504766666667 183.503533333333 888.3322 679.330966666667 683.1687 683.1687 2459.3647 2459.3647 3732.59636666667 4467.76243333333 27975.865 12879.9257666667 2234.88026666667 3053.67136666667 19034.439 9639.4979 135129.384866667 36698.1218 28673.9369 5288.55163333333 163803.321766667 41986.6734333333 421949.903433334 109504.328666667 531454.2321 182314.857833333 52822.9360333333 40855.7907666667 8200.3588 622557.196266667 166745.2802 789302.476466667
2006 15 181.584066666667 0 861.643033333333 680.058966666667 349.636833333333 349.636833333333 1997.0394 1997.0394 3736.7257 3816.6839 26768.6468666667 17435.4890333333 1981.0236 2737.85616666667 17823.6311 13615.1869333333 132716.908166667 43807.9914 31438.8180333333 4718.87976666667 164155.7262 48526.8711666666 419849.092233334 123316.136 543165.228233333 183593.127666667 61174.3988 44204.1359 7553.4096 628435.008466667 178050.377433333 806485.3859
2007 15 465.123733333333 465.123733333333 1011.11536666667 1011.11536666667 1137.55253333333 1137.55253333333 2453.08846666667 2209.32813333333 4085.2426 5703.46906666667 27911.3358666667 18607.7408 2646.24256666667 4236.03076666667 19285.9470666667 14649.3299333333 134384.7967 40284.2549 33935.277 6882.27333333333 168320.0737 47166.5282333333 417900.285533333 116045.217933333 533945.503466667 182851.872166667 55493.9934333333 46519.0766666667 9788.71166666667 634852.940033333 173886.979333333 808739.919366667
2008 15 252.977233333333 252.977233333333 1032.93316666667 1032.93316666667 827.510566666667 649.489866666667 2631.46376666667 2224.64 3286.2619 4329.95696666667 28725.0879666667 15956.3408 2102.76456666667 3218.1721 19206.5123333333 12436.1884666667 126139.763 38578.7187666667 31642.7008 5320.93666666667 157782.4638 43899.6554333333 428070.847766667 108871.341433333 536942.1892 178706.3699 53850.2089333333 44681.4287666667 7616.21886666667 661542.493566667 162817.5306 824360.024166667
2009 15 1119.07316666667 1119.07316666667 2096.31866666667 2096.31866666667 404.243866666667 206.162133333333 616.946833333333 206.162133333333 3785.2195 4690.21353333333 29361.7378 14741.8404 2529.50073333333 3176.53866666667 17593.2039 8889.60783333333 123085.278066667 40086.0139666667 26482.8117333333 5706.0394 149568.0898 45792.0533666667 385558.9373 111591.587066667 497150.524366667 170691.600233333 54686.1802 44103.5782 8475.43303333333 635747.8289 169649.829866667 805397.658766667
2010 15 1148.69783333333 982.923466666667 1527.6942 1146.17786666667 860.791433333333 860.791433333333 1053.87403333333 1053.87403333333 5119.82876666667 4130.3634 28380.3894333333 14919.8107 3463.7779 2644.69586666667 18082.9038 10792.4660333333 123929.301366667 36541.0412333334 28875.3698333333 6108.47376666667 152804.6712 42649.515 382091.661733333 106313.0643 488404.726033333 172272.0996 51820.9047666667 43300.2001333334 9250.19216666667 636138.013033333 168037.804366667 804175.8174
2000 16 0 0 221.6454 221.6454 205.085933333333 205.085933333333 205.085933333333 205.085933333333 721.524066666667 942.4899 2733.9275 1864.9279 449.947533333333 614.0443 2192.86623333333 1536.4823 95140.9948333333 27511.1806 3729.34853333333 1063.99183333333 98870.3433666667 28575.1724333333 483589.710433333 34307.7025666667 517897.413 138858.272533333 38009.7408333333 4598.8554 1664.01396666667 757248.3595 49813.6130666667 807061.972566667
2001 16 268.702533333333 268.702533333333 491.464 491.464 254.335766666667 0 254.335766666667 0 1784.45683333333 1458.89993333333 4371.18713333333 2928.05103333333 1576.3032 1204.56416666667 3617.9493 2326.1621 101635.1843 29654.5608666667 5944.1114 2780.86736666667 107579.2957 32435.4282333333 503822.7506 36191.2404333333 540013.991033333 147366.026966667 42507.2755666667 7299.23816666667 3243.35676666667 777525.051233333 49629.6907333333 827154.741966667
2002 16 483.924133333333 483.924133333333 1187.6501 1187.6501 230.999866666667 230.999866666667 230.999866666667 230.999866666667 1190.5867 1651.319 4059.91626666667 4353.95213333333 985.847333333333 1233.82903333333 3208.4269 2810.19416666667 104787.823233333 27697.9435333333 6018.62106666667 2219.67636666667 110806.4443 29917.6199 494505.333066667 40773.1759333333 535278.509 146484.544266667 40453.8005666667 8413.8684 2841.9057 778126.729433333 60482.2886666667 838609.0181
2003 16 0 0 173.865766666667 173.865766666667 179.642933333333 179.642933333333 610.145133333333 610.145133333333 1264.704 756.250866666667 2652.9263 4693.4895 699.343333333333 458.7133 1407.5948 2977.82053333333 110551.5733 22777.2924666667 4385.41533333333 1158.05663333333 114936.988633333 23935.3491 497903.675033333 36233.5336666667 534137.2087 155300.548733333 35045.7614333333 7346.4158 2020.95486666667 782432.197466667 57052.7433 839484.940766667
2004 16 304.589466666667 0 304.589466666667 0 1056.40263333333 1056.40263333333 1580.36273333333 1580.36273333333 1376.81176666667 1731.05603333333 3056.65203333333 5520.28473333333 750.1339 1731.05603333333 1513.64683333333 4217.9201 116772.7667 28207.0140666667 5731.56693333333 2481.18993333333 122504.333633333 30688.204 507070.970566667 37247.7783 544318.748866667 171565.722033333 40548.4734 8576.93676666667 3107.8678 814545.317033333 55578.7066 870124.023633333
2005 16 326.229566666667 326.229566666667 561.037033333333 561.037033333333 334.7243 334.7243 334.7243 334.7243 2410.6604 1220.5953 6986.78896666667 3917.31746666667 1814.46433333333 954.4855 4447.22236666667 2651.575 125134.9756 31053.2676333333 7098.79736666667 2768.94983333333 132233.772966667 33822.2174666667 549504.6518 41509.5335 591014.1853 177425.209333333 45492.6680333333 10904.1064333333 3631.2557 851076.462166667 64936.4187333333 916012.8809
2006 16 357.554266666667 357.554266666667 357.554266666667 357.554266666667 0 0 438.161266666667 438.161266666667 1500.95706666667 543.9343 5052.1536 2688.95326666667 990.9504 301.271033333333 2863.9264 1595.76186666667 138162.620166667 34171.2491 4459.68826666667 1292.22143333333 142622.308433333 35463.4705333333 569088.7193 37356.7924666667 606445.511766666 198546.577466667 53666.6415666667 7741.10686666667 2044.89136666667 888906.234566666 59276.7902 948183.024766666
2007 16 441.587933333333 441.587933333333 722.68 722.68 734.7176 734.7176 734.7176 734.7176 1542.41446666667 2892.4895 7860.62826666667 5289.6397 1251.36603333333 1668.16633333333 6053.85703333333 3339.66493333333 145429.2815 36205.9809666667 9393.52196666666 2919.53236666667 154822.803466667 39125.5133333333 567741.020733333 48837.5879333333 616578.608666666 210245.2502 51951.5993333333 13150.2679666667 4434.90396666667 874728.720833333 70727.8907666667 945456.6116
2008 16 567.377533333333 567.377533333333 1003.43846666667 1003.43846666667 360.511966666667 360.511966666667 360.511966666667 360.511966666667 1677.7562 2418.28953333333 5361.35993333333 3217.7288 1372.88766666667 1585.01016666667 3729.1749 2384.44943333333 141716.7285 33374.9193 6113.62433333334 2957.89783333333 147830.352833333 36332.8171333333 542708.298233333 42947.6229666667 585655.9212 211088.057166667 52621.7668666667 8579.08873333333 4096.04573333333 886132.621366667 64141.5549666667 950274.176333333
2009 16 574.7062 574.7062 1479.90423333333 1479.90423333333 572.635466666667 572.635466666667 1017.5108 1017.5108 1638.35583333333 2815.5351 5526.3743 5598.61846666667 1372.55603333333 1328.08973333333 4665.39216666667 2699.42073333333 136106.8717 39633.8122 7364.8129 2700.64576666667 143471.6846 42334.4579666667 519507.312466666 40985.0096666667 560492.322133333 206144.2249 60901.3978666667 11124.9927666667 4453.89093333333 892768.574366666 68419.1786 961187.752966666
2010 16 860.8788 421.6136 1977.43593333333 1538.17073333333 504.044533333333 504.044533333333 1437.64166666667 1437.64166666667 2318.61003333333 1527.16186666667 6364.95936666667 5131.81163333333 1570.30373333333 1182.59056666667 3569.25066666667 3620.9319 136545.7375 43905.0658666667 7190.18256666667 2752.8943 143735.920066667 46657.9601666667 521217.719366667 41184.0991333333 562401.8185 198720.704666667 59469.4010333333 11496.771 3845.7719 898521.934666667 67524.1361 966046.070766667
2000 17 10607.6766666667 8928.93943333333 13838.9315 12160.1942666667 9234.92646666667 9234.92646666667 14038.0343 13228.1272 57682.8174666667 57271.2779333333 171446.021466667 120168.656333333 38994.5509666667 46032.3835 116668.639833333 90740.6389333333 1351863.3725 410535.765933333 207409.278766667 85026.9344666667 1559272.65126667 495562.7004 4773679.01133334 788709.6093 5562388.62063333 1723419.73356667 519230.981466667 291614.6778 114954.0954 6856577.4076 1141589.32223333 7998166.72983334
2001 17 10982.9627 10982.9627 13461.0848 13461.0848 5564.3968 5564.3968 7934.95186666667 7934.95186666667 77741.773 54542.0438 209230.0158 128138.128266667 53481.8065 42603.2441666667 139837.464366667 93351.1227666667 1319855.01743333 399681.098333333 233188.587133333 96085.0506666667 1553043.60456667 495766.149 4678907.6293 790278.940166667 5469186.56946666 1694563.46843333 511198.480533333 337368.144066667 132283.8168 6885460.63866666 1210031.8898 8095492.52846666
2002 17 8360.33906666667 7625.22656666667 21644.5226333333 19461.3505333333 3189.64206666667 3189.64206666667 8395.20363333333 7689.9533 66765.1051 50931.5676666667 204033.047533333 126113.3493 41888.2842 38425.6629666667 133729.533133333 89708.6867 1336598.65123334 398351.840066667 223438.219833333 80313.9471666667 1560036.87106667 478665.787233334 4515160.57370001 772416.392933333 5287576.96663334 1785969.7326 532663.950633334 330146.396833333 117696.672766667 6911453.57780001 1210805.7789 8122259.35670001
2003 17 6398.8184 2541.15083333333 25129.4299 19863.0263666667 0 0 3470.91366666667 2548.52476666667 66868.3273 46151.0938 216620.418533333 110330.714566667 40639.0284333333 36829.8134 139156.796333333 72095.3269666667 1393172.77096667 441245.304133333 211252.1233 77468.8418333334 1604424.89426667 518714.145966667 4472892.36633333 764935.1597 5237827.52603333 1873790.0669 587331.235 326951.1331 113019.4211 6945243.2318 1233972.4312 8179215.663
